record_id,phash,review_resolution,refined_similarity_status,refined_group_id,refined_group_representative,resolved_cleaning_status,resolved_exclusion_reason
rec_c3131e24bdb857dd1fb9,f8e50718b0a7cad5,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_bb8eec437061f81ab9c3,rec_67236c0c3cde5076d068,INCLUDE,
rec_c3149be57dece2974f41,f1e86e2dd2322a39,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_3e8c0045478ff750202f,rec_81377b2da77809297a57,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_c3256579ad6a6da88049,ef7600e055956a7a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_849af46bc2c53d87971b,rec_3d4c934d0ddf7be592d3,INCLUDE,
rec_c33208345b26420c648c,cfcec79893269264,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_93430eb2bcfb19b32d9e,rec_4be19374223210c6b4b7,INCLUDE,
rec_c33693447ff9e6acb8c6,ac2c5ed663c309e9,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_593956ea5bcc52b1f478,rec_c33693447ff9e6acb8c6,INCLUDE,
rec_c34efe8a8977260c49a5,9b676c863c967892,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_79d60e78f5818078352d,rec_92567ab20eb790237531,INCLUDE,
rec_c35491527bef51104809,9a9b266399668ccd,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_4bb97baa2c5d54fd21a3,rec_3fc91836286a11338e38,INCLUDE,
rec_c36419d654fca6dea7b7,967661889c67a73c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_70fa468dacb9819a6bb2,rec_3aeed5727082c8cf935e,INCLUDE,
rec_c36675d24da2919dc6d8,82e7cb27ccc61ccc,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cbaed5620447f200324d,rec_c36675d24da2919dc6d8,INCLUDE,
rec_c36bd795c96feb52380d,fe7cd4623a262994,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_43a26d1a4e1dd011a3e5,rec_092ef6487a7d83204921,INCLUDE,
rec_c372ae8229fe3e6eb17b,be5e58906e0b2bc9,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dfcc8c07bf2fda96ef52,rec_73451680f7d68e47ed2c,INCLUDE,
rec_c3739cfff16b937c0a4e,9e659265e389939a,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c379d11b6899909bcd7a,a92a6252ce73a9da,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_472c1e93ca48981166d2,rec_c379d11b6899909bcd7a,INCLUDE,
rec_c37fe82e0a01f90a1401,d51f6a887f580374,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_981356d4a52c9568497f,rec_b629aec8487299405945,INCLUDE,
rec_c389aa328bc37bbeeb06,d8b425e58d4dd8a9,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8d92f825faedc7e9b316,rec_c389aa328bc37bbeeb06,INCLUDE,
rec_c3a446c62f39f241c0cc,e68a111279f0f0fe,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_0b0b540da1664884c321,rec_2b65cefd6cadca784b6e,INCLUDE,
rec_c3b42f234086e1fb5334,92929b93cd669c93,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_31e8089869865aeba552,rec_a3c62d6195783e3632c7,INCLUDE,
rec_c3b79965e59cacd41b8b,93cccdcccc91cc93,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_05a95c19e0ea4e78c06a,rec_1d0505e2232dc704c743,INCLUDE,
rec_c3b9b8114ab4dfabe2ee,ce39c3c33a363392,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c3bc5b3c0e8eb5408c1b,cece33929331cc33,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c3d309ec4fb56e0a3327,96c7923932c766b2,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c3dc780cb4e7f3761b65,f04f0fb0a667c8d8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8a57e88b7bbc39cb1510,rec_3176266829afc25fcfc7,INCLUDE,
rec_c3e30a589992d663f576,9224937c9973cc73,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c3e436b205830965aa9f,e432982c9bc99b5d,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_f5031810258781245ae2,rec_303a73c5b64a4cf91c34,INCLUDE,
rec_c3e8ad05a95f3289f671,af32d24d36b26139,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_61167f4fb371fdda0bf7,rec_21ae121b858b92e9950f,INCLUDE,
rec_c3f1cdfc491bb31f6ce1,c1e1c71c333cd927,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_05bdf5b7e5f9b1ace1ce,rec_c3f1cdfc491bb31f6ce1,INCLUDE,
rec_c3fb4e6ffb01d98749d8,de623c0783c6d38d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8eb2542b4c04ce4d1f42,rec_c3fb4e6ffb01d98749d8,INCLUDE,
rec_c3fc06dcf8f79dc36ffa,d17a2aa5c44a99f9,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5023f2e1b69f1421f99a,rec_8868de302f1cb392831b,INCLUDE,
rec_c40ee9239fae5413c429,936dc338cf32cc13,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c40f5e6926c666e9499a,9d3e6bd08f275490,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_50cdbcff53e27a751743,rec_c40f5e6926c666e9499a,INCLUDE,
rec_c410fc2cd4df982dac0b,e6c2f00e47d171f1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_4414391b651f42bfcec1,rec_c410fc2cd4df982dac0b,INCLUDE,
rec_c41ffab7cbf30d02757a,9a796792cd38d630,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_d8fa2a422f6342dd0c76,rec_1165eec04a74cf408884,INCLUDE,
rec_c45069a8ddf8a3f24999,9b348366cb26ce33,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c4585d4b62de1ea48043,aae031fbd281dcd4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_579d8ff422dfead602d5,rec_74705650699e0e734a03,INCLUDE,
rec_c4614485588573499711,d28b2d74fe80817b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c13ab62ab3036d5d4214,rec_77262f247f2bb4d14205,INCLUDE,
rec_c463f07d07b50cc288b1,c33512797da899e8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_02e4be1254f584978905,rec_c463f07d07b50cc288b1,INCLUDE,
rec_c46b3c7e9047ea17b805,f4b54b2b25696887,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d684b6374cadc2d45cc2,rec_56d79a5f9a397d0c7327,INCLUDE,
rec_c4836ed346346693eff9,c32f38d0c525bb2e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_9ec2a8dc44c78dca11be,rec_24177a3c618ba9b730da,INCLUDE,
rec_c48b0b68f05a1bf09114,96389e639a66c966,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c49046522716bf371742,dde2221d9466f998,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_38f295606124f1ef1040,rec_99fe8bca0cfb7089047f,INCLUDE,
rec_c49a4e96894884db540f,cfc69ecc99192313,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c4a398f167184e60d841,95989ae1f2696536,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_2e8163f173a1ea61eed0,rec_3396091bd47506d3eaf9,INCLUDE,
rec_c4a6ad7c1af18033f67a,e8cb82f80fa7f130,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_71cc764c1492618f7af4,rec_858465b93f6c07d63631,INCLUDE,
rec_c4aa202ba48a6b11ae23,e432982c9bc99b5d,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_f5031810258781245ae2,rec_303a73c5b64a4cf91c34,INCLUDE,
rec_c4c56561de3e540a1cae,bec94130b799d866,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_88cfd42f6a0d6466380a,rec_8518b2258e1b23f715c9,INCLUDE,
rec_c4d1923a829d034e2d1e,c666998e2699b6cc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c4d22f10d07fc3cd917f,df9ee5612927070c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6860023a0ee4133e1f95,rec_c4d22f10d07fc3cd917f,INCLUDE,
rec_c4d63e5803fedbff5438,878878738f8cf07a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3bfb1d1b3f63db8cf27e,rec_c4d63e5803fedbff5438,INCLUDE,
rec_c4d8a2db7efb01405e0c,9e2961d29024ff6b,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c4dbc59ae58a47f0d627,93c7939a93989393,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c4dc6e6461375408361b,98e6b41382f64bce,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c058df552eb74e56b179,rec_92b54ea514339c8ed974,INCLUDE,
rec_c4e1f49f26d9c82738fd,c79886998ecd9399,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c4e7b9ae81f1e91fe416,e99b8b91f6e4440e,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c4f7b375489042642587,df84204a8eb7f3c4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_595532f9c9eafff1cde7,rec_c4f7b375489042642587,INCLUDE,
rec_c4fcd95cebbb1617467c,83430dde7cbc6ab0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dc9813c2a1e076830ec7,rec_0dcd957b65390b8a1aeb,INCLUDE,
rec_c4fd592bcd8b9c0c130f,eabc6e8f04254667,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_bede92140b2bf7de32ec,rec_9a75a68d198a2cdf012b,INCLUDE,
rec_c50bcc7dcaac77a283b9,faf81f84c16a2c1b,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c518df52bf1c6cee996d,a11e5e6ae5868af1,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c521c60832e7afaaa6ff,9364cd3364999b66,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c5352b9e6376677aa29a,920cdb649bd66639,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c537e3c71e791767a0d0,d21f2da08c54ea3f,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c538058a3820d63c98fa,fea933e0481e4d1b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_b0f76aa5e771f8736d5f,rec_63baa3e035be4fe25e6e,INCLUDE,
rec_c53ba360e9515b9b9a77,ef102acd843764eb,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_4b9e12d54ff566987b99,rec_9ff3d1cb343a637cb7a5,INCLUDE,
rec_c552ce628b212e8902f9,ce631cc696a2ccce,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_69bf0de95e8a03c861d3,rec_9f0ed853a1e4aeb5ea76,INCLUDE,
rec_c5559096823e2a12abd5,df5b20848e48f33b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7d3ce71e0d8532dd98f3,rec_6605c452d09116d9e1f1,INCLUDE,
rec_c55d1d5efdebafb3addb,af16f503b03bc239,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ac192486ec6dc78ed883,rec_44289cd2c9eebaedba1c,INCLUDE,
rec_c5608ffb9dd36868566e,894878363fb335b1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1b8690bf8041837aa0f2,rec_a4079bad1837b1dd1989,INCLUDE,
rec_c580d54760b581a9a39f,df51c948cbec84ca,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c58aee1c5d41858d70ad,9d8e60719fd7880e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_78897e1ab94c388cad41,rec_c58aee1c5d41858d70ad,INCLUDE,
rec_c590c8490d2af8045c0e,9b9b9a3492649a75,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c59132299c186876efcd,9063cb9ccc73cc39,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c5931ef10bf5b301b8b5,ce6539396333c326,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c59a281ce1367c907eda,e1f0c6c79a1a99e1,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c5a362eb95e87682e895,9b98c9399c347173,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c5ae9daf5bf43df5aede,9b6465c934c7749c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c5b73e966fd927123110,95a488b9aa715a5f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ec67c3bfdf3533658271,rec_7314b64395b4dc63f7df,INCLUDE,
rec_c5beb3cf8543867e9fa9,e0b19ccbcb678564,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7ee717ddb084e145b4d8,rec_b482da890906ab64c945,INCLUDE,
rec_c5c8e582604942f86c1e,acec431334ecabe1,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c5c9fcf1ca4ebe575610,9b66c996c64c3396,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_1c73db4af416fb84d8eb,rec_15186a552be629f0a43a,INCLUDE,
rec_c5e0300af303aa200d73,9b65303139c76667,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_d5a751f48b5f71f6d505,rec_0270f70499568bbc1710,INCLUDE,
rec_c5e17d88516b8bbae718,ce7179303c383c3e,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_5438bbb9314b9fa8a90f,rec_3c81a4f84300376de55a,INCLUDE,
rec_c5efdf314676b88b0782,fd7d1f8505b064b0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_401db4a4ee66687b49d9,rec_b52a758a5bda7d0e1ec6,INCLUDE,
rec_c5f7d1c0e41117596ea9,d662289da17ad687,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_35baa849e70d1bec46e4,rec_c5f7d1c0e41117596ea9,INCLUDE,
rec_c5fa02e7b33db56778f6,afa3524ca0b29f8b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f848c96fa278f4cf617b,rec_bdc5b5dd96641350497d,INCLUDE,
rec_c603f2010d90547f6da3,c392cbc9cdcc9c8c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c60652158b5c0b184ecb,de1ea674206d61ab,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c60662062aab757f39c5,cf92b2c3c39b831a,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c607b687ecf61fd9fb9a,90a57a5ea5ba9b05,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8d1ee535b2b5ddd25957,rec_89e802fc092e91af89b5,INCLUDE,
rec_c616a9b14ea6269b8325,cecd933136c69331,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_6a2bdfbeba9419241c1f,rec_c616a9b14ea6269b8325,INCLUDE,
rec_c61aa064d31a35b7f9c6,ac2553fac2999d2c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_2ad22eeacee255d9ccf1,rec_83e48ee8e060bec8067f,INCLUDE,
rec_c6255b1d919e5c909e00,db9c36c732453643,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_42d8fc967a5916303d41,rec_4eac132561e384ef701a,INCLUDE,
rec_c62b9fbec2116dbe761e,918d1f3db869343c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1cbc0513a3f6d94dc4a8,rec_0e0d413533d020231237,INCLUDE,
rec_c63a18b417c54d028e71,9539653d1f6a860d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_25b72e2d23e63570e387,rec_c63a18b417c54d028e71,INCLUDE,
rec_c63c016f8a1a5fb62672,f83a0485e74b98be,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e37b7e1fcf24c310b991,rec_5c1e4a7d8f10c8f39df2,INCLUDE,
rec_c64178952ac60f6568b3,cfce9c3c9298c998,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c64e493611507e937ba9,9e36c6334c9b9964,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c661554d8816fc89e0db,9b396163e62c6719,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_e37e0fb979b694fe9d25,rec_c0ce24ba538ed43751e4,INCLUDE,
rec_c6650ec5901ce790d4cf,cf6464c3249b3367,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c6655a62cae7b6fd73ee,cb9293c9cc6ccc9c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c66897c7f8c15a9672b1,de6c6356d7ba1021,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c456cceb669617bc4854,rec_4d611f845c632fe0bab7,INCLUDE,
rec_c6695232b6d02a4cc021,c3b8dea778942d50,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ec03f5e8d12b1847acd3,rec_399561ea8deb937558eb,INCLUDE,
rec_c6723e62492ffa8ea95a,a7c8583f8e868778,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ca9e67fa240edbb4577c,rec_5d795381330047ca46ca,INCLUDE,
rec_c672516c0532203d36a1,c767ce36989a18cc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_ad777065ba24a8d6e9c2,rec_103f6a635c187e957f09,INCLUDE,
rec_c67b85be19127224993a,9a9392cbc9c664ce,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c691a8d6825aab9a50ca,cfbe3f9c31431061,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a5b7b96a49c8ee2722ea,rec_abc83d72c8950ddc67e5,INCLUDE,
rec_c695360286f74f725af6,cfc692869233939b,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c6b19e78947c7cc82a79,cda634cb7c0d125d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_b818041f8d7ae7f633fb,rec_26127ebdb9a485951b42,INCLUDE,
rec_c6b62d283787a7ae87a2,9ddaf55410566a1e,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c6b71f7870e6ff9490b5,c61d79f02f89d894,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8378801a6294dcb3cf4c,rec_60d46a72c350a5530444,INCLUDE,
rec_c6b81097cb3e6dd9c796,874c5b7f006f6466,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_fd6a49260f9e9d4acf93,rec_c6b81097cb3e6dd9c796,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_c6c0db7b0c215519fdf0,cb9e9c0081f4bfb4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a60b17d499d388d50015,rec_2f0b5c36f16d29fb9a7d,INCLUDE,
rec_c6cc35d47c6a54024a0d,ce8466d385475b3c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_619c7c83eb39a1e8ac0e,rec_3cbca139cc33b3c562a2,INCLUDE,
rec_c6cfde39b79bc4bea29e,f5594b96b2992e50,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d085dd8656a335521167,rec_bf575f7a1874ba3ee239,INCLUDE,
rec_c6dac820ced1e7ef7d1d,83c87d37f4d0832d,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c6df9148c125346776ae,df401d4f1be2be02,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_47a30507726b71ef63fa,rec_7d0cbc93c350bc23a99c,INCLUDE,
rec_c6fba02cd77040934be5,8ec96d916dc36538,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_a783132106d717b5c622,rec_8ba3b0b1cceb918f56ed,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_c7101cc2dac3b94be2fa,c4c99e3699999993,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c716fc06dbb0d7eb36d7,db6a3495178a0b2f,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c7419512135f98d158e9,9acecd99cc932619,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_1994fc6b65d4deae94a2,rec_9c2168faf3a8abe32f97,INCLUDE,
rec_c7431595a1490c6974a6,aaaed4681e943ad5,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1454311d3464ec285416,rec_7083ff270263cdba0977,INCLUDE,
rec_c7497e5930b71e88d53c,9a93c783c366c6cc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c749dc7f7ad03644e071,d11ee9ca10b2cce7,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_43d68bc63ad4c89c1475,rec_57579ccc175b98f26e47,INCLUDE,
rec_c75220f256697e645f38,c988a693870f5f1e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e3eae75beff3e2806240,rec_7024f2bdd7809b3ff115,INCLUDE,
rec_c75a8d7e9db195827647,f2041ff65e749033,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_24e1ca49797473892071,rec_37cb990d62c530c87368,INCLUDE,
rec_c7639873868965ba3cfe,e2e21df048c7bc1b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a9cd21f475809dccca7d,rec_c7639873868965ba3cfe,INCLUDE,
rec_c765d7cb513e248b06fb,a4b91b46eeb1b08d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_02593e8ea7c73e1363fc,rec_38654d059f34cc8d6219,INCLUDE,
rec_c774e2add3a45779e18f,93cdc38c8b99cccc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c77b5f665c4de70b23ab,ce619a99e6869963,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c77cad203bc83e73c190,f43c4ada6b303c96,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dc575badca95560b142d,rec_2af79e8716b47f64be47,INCLUDE,
rec_c796d238f59e68f6232c,cbe6643996399263,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c7b3e941dd56947fed7c,943b78c1a7cc1ecc,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c3033e1f8959be44fc81,rec_c7b3e941dd56947fed7c,INCLUDE,
rec_c7b5aced7f7f5a109e43,ed9057c76599282b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_92fdefcc88e3807e4676,rec_be30ce38e71313b25ace,INCLUDE,
rec_c7c4539f04876b1a85f8,9e616d964c2ccc9b,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c7c535ac8f61a007258e,d8486c3fdf03c05b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d4ff0744b44fc1d91dfb,rec_4774261b9c89e98b1791,INCLUDE,
rec_c7c5c89dc2ee6636a3a2,b5ed34559613ce12,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_76f979709be309b5190c,rec_6dbdd9851f484c4e70ca,INCLUDE,
rec_c7c5d5bff595593d1aee,fb8b229c5a609cf2,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_21ab783e3ab224d812ed,rec_c7c5d5bff595593d1aee,INCLUDE,
rec_c7dfe6960ca5efcec25d,9a6d6392cd6c6692,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_c7e0eba8fb99c3058842,d0a42b5bf5b5c0c6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_db91a92be582a67beae5,rec_1f948a6d3b0a2b339718,INCLUDE,
rec_c7e1fda6a1e66ad22812,afc1542a4a57a5ea,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5d6b242cf86a1491a966,rec_c7e1fda6a1e66ad22812,INCLUDE,
rec_c7e551275edad18f18ec,df84205a8cb7f3c4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_595532f9c9eafff1cde7,rec_c4f7b375489042642587,INCLUDE,
rec_c7e7186d58f5aade98f9,d0fb5f252b942a52,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_88cce23ece28dc2d688f,rec_c7e7186d58f5aade98f9,INCLUDE,
rec_c7e97ce18457a22f9489,ff4a6450872ba91e,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_c7f1feaaf7c42d06d96f,9b6c93b6383c383c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_143b4509b7383c9b274b,rec_77348bb0714d5e20ac9f,INCLUDE,
rec_c7f973115c409be81a42,95d0787b0b61762e,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_d4671d9fc945509cf342,rec_271b411e3abb7fedb144,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_c7fdcfb92f10a1bb1ab4,deb02599b289d2d6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ac52beb51e67b6f764fe,rec_c7fdcfb92f10a1bb1ab4,INCLUDE,
rec_c805cccca1c9e0650390,c4669999934dcd63,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
