refined_group_id,representative_record_id,member_count,training_member_count,locked_test_member_count,target_classes,datasets,similarity_method,minimum_dhash_distance,maximum_dhash_distance,minimum_phash_distance,maximum_phash_distance,minimum_orb_match_ratio,maximum_orb_match_ratio,minimum_orb_inlier_ratio,maximum_orb_inlier_ratio,risk_status
refined_2c184e7f2a037ddda887,rec_a9357bbae6fa8f53d729,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,2,2,2,0.62000000,0.63500000,0.92137097,0.94685039,VERIFIED_NEAR_DUPLICATE
refined_dae408b885a31858fe6a,rec_a95d4744fa25895be384,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97625000,0.97625000,0.99615877,0.99615877,VERIFIED_NEAR_DUPLICATE
refined_267007190611184864f9,rec_a99c41c50ef9970639e9,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.62000000,0.62000000,0.82661290,0.82661290,VERIFIED_NEAR_DUPLICATE
refined_d104b018a6bb7ca9b1da,rec_a9da4f8c7e8fc8183548,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96625000,0.96625000,0.99482536,0.99482536,VERIFIED_NEAR_DUPLICATE
refined_b9f2f6a626abb1d0af76,rec_a9db252c1e9aa33facee,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,2,2,0.79012346,0.79012346,0.99131944,0.99131944,VERIFIED_NEAR_DUPLICATE
refined_99f299dd497b7e9a5d09,rec_aa15ae062fb6bf7b6d73,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.90497076,0.90497076,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_930386e172187485bd98,rec_aa7bf401493057594433,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94422827,0.94422827,0.99725275,0.99725275,VERIFIED_NEAR_DUPLICATE
refined_e7e6d2bd6c0487be623b,rec_aaa5d6ae4e18c36570c5,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.69666667,0.69666667,0.98803828,0.98803828,VERIFIED_NEAR_DUPLICATE
refined_f2b510c1a0f6bb689f72,rec_aac82290f2e19ab7db8d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99868421,0.99868421,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_97b60fd6e71471860e16,rec_aaca184537bcdd73c0dd,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92885375,0.92885375,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_7f4671fad87a1de89eb0,rec_aae2db548e3db704bb79,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.73125000,0.73125000,0.92478632,0.92478632,VERIFIED_NEAR_DUPLICATE
refined_5204b5e4448d8fa73bf4,rec_ab5885c12e82f3ffca73,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92875000,0.92875000,0.99730821,0.99730821,VERIFIED_NEAR_DUPLICATE
refined_34363975cb77e733527a,rec_ab8066a90f3880501edf,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,0,0,0.72250000,0.72250000,0.96539792,0.96539792,VERIFIED_NEAR_DUPLICATE
refined_dec062e6fc41043d3096,rec_ab8bf1dcce1c2ae55ab7,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,0.99870130,0.99870130,VERIFIED_NEAR_DUPLICATE
refined_73e1766678f00a77b21d,rec_ab98a38e156824a25969,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.54088050,0.54088050,0.97209302,0.97209302,VERIFIED_NEAR_DUPLICATE
refined_77d6e83d0bee4fff9e0b,rec_aba8911f05bd8a9cd3f2,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.96250000,0.96875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_92688a80d94afe925693,rec_abacad64f6895184cb38,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.75625000,0.75625000,0.98842975,0.98842975,VERIFIED_NEAR_DUPLICATE
refined_28fc3305472f64e7f844,rec_abae8a79faa77f0d7a23,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79411765,0.79411765,0.95767196,0.95767196,VERIFIED_NEAR_DUPLICATE
refined_a5b7b96a49c8ee2722ea,rec_abc83d72c8950ddc67e5,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.58000000,0.58000000,0.76508621,0.76508621,VERIFIED_NEAR_DUPLICATE
refined_6b3adec8419687c4befb,rec_abda8555de74de49374d,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.55290611,0.73880597,0.91111111,0.95687332,VERIFIED_NEAR_DUPLICATE
refined_6543ffb047cfc65fcd17,rec_ac2b4c959021fbce2642,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.75375000,0.75375000,0.97678275,0.97678275,VERIFIED_NEAR_DUPLICATE
refined_d8d2015b09688dd3045c,rec_ac385c7176e9c107ecd4,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.44543147,0.44543147,0.75783476,0.75783476,VERIFIED_NEAR_DUPLICATE
refined_eacbb71aeb08c941b480,rec_ac71d5c7026651fc599c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.73860590,0.73860590,0.99637024,0.99637024,VERIFIED_NEAR_DUPLICATE
refined_0d6a418f848c02357ffc,rec_ac758a7a8c3e3bee9be4,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97125000,0.97125000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_afd4d2ad7cab376d80e7,rec_ac82d1ac57c6bfc57782,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.49933066,0.49933066,0.89276139,0.89276139,VERIFIED_NEAR_DUPLICATE
refined_6f334574ccc0619f3f9e,rec_acf2afcf0c82a46935ff,2,2,0,Tomato Septoria leaf spot,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,1.00000000,1.00000000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_a4bcb102a6746d268a0a,rec_ad18905be4aa17d40c48,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_f5dbd963132180b97eb1,rec_ad4cea98948f3dc682dd,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95000000,0.95000000,0.99736842,0.99736842,VERIFIED_NEAR_DUPLICATE
refined_4dbac4c79be7d3d71a18,rec_ae2430160be911a7d082,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99500000,0.99500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_b371716329aa7a1e4bf8,rec_ae627416ae706c09b6a3,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.91349934,0.91349934,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1e381c58a91eb414661d,rec_ae6ad1f6b74aab2cae11,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.72642762,0.72642762,0.97806216,0.97806216,VERIFIED_NEAR_DUPLICATE
refined_272af12e2d56186985ea,rec_ae8136fc94d9e5c39da9,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,6,6,0.46375000,0.46375000,0.80323450,0.80323450,VERIFIED_LABEL_CONFLICT
refined_b090445636e76ee0e254,rec_aed37e62dec03f8fe55b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.71515152,0.71515152,0.99152542,0.99152542,VERIFIED_NEAR_DUPLICATE
refined_e8ac53d8ecae73ae2f09,rec_af42b2c218e23a03d0bc,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96500000,0.96500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_d72ee3979f7cd7d71a8e,rec_af45fb94b202f255d7e9,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,2,2,0.58875000,0.58875000,0.96602972,0.96602972,VERIFIED_NEAR_DUPLICATE
refined_29d762e3a1423f7ce5cf,rec_af4610546cf4fc39d8f9,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,6,6,0.46498599,0.46498599,0.98192771,0.98192771,VERIFIED_LABEL_CONFLICT
refined_03ba0157fe085343cd6c,rec_af5a62e8ed22764bcb7b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78688525,0.78688525,0.99038462,0.99038462,VERIFIED_NEAR_DUPLICATE
refined_519d6ec027a18ed7361d,rec_af683ebd3a02ae98b421,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.77375000,0.77375000,0.98061389,0.98061389,VERIFIED_NEAR_DUPLICATE
refined_2cbe639cf34c97fa5553,rec_af70e041cdc21aadc8bc,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90257880,0.90257880,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_76e504b172f90e2401bf,rec_afe8b426285b6e847dde,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.74500000,0.74500000,0.98825503,0.98825503,VERIFIED_NEAR_DUPLICATE
refined_97260a62d6d829c4bcb3,rec_b0142f7b885f5c21946e,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,0,0,0.93637621,0.93637621,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_348d9b4f3db691aa2c2c,rec_b0557a1fbb8aef664d43,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.81875000,0.81875000,0.99236641,0.99236641,VERIFIED_NEAR_DUPLICATE
refined_09f285349ec02018207d,rec_b077103872f71d7c2cdf,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.83380682,0.83380682,0.99148211,0.99148211,VERIFIED_NEAR_DUPLICATE
refined_f8f8b6e5cb4232b21c77,rec_b07c7cfe1bbd977dbf49,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.91750000,0.91750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_68d84d2f4da478a4dc53,rec_b14def8e0e672a5fd6bc,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.91623037,0.91623037,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_651eb9c3ddd190f2a9a8,rec_b15138133e020640d8b9,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93250000,0.93250000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_c4f5be67cad3948428cd,rec_b1597cba43bef25186ad,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.88000000,0.88000000,0.99783550,0.99783550,VERIFIED_NEAR_DUPLICATE
refined_06735170c7eda683a1d8,rec_b15e708e806ed23163ca,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.86125000,0.86125000,0.96661829,0.96661829,VERIFIED_NEAR_DUPLICATE
refined_34d42355fdadc81f35fa,rec_b16b80dae10812976367,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.92408377,0.92408377,0.99858357,0.99858357,VERIFIED_NEAR_DUPLICATE
refined_716f0c83e1953a6adba8,rec_b224ff3414132ff3cf19,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.91336270,0.91336270,0.99517685,0.99517685,VERIFIED_NEAR_DUPLICATE
refined_3723ba53306a90d7cb2d,rec_b22c209c7d90b33f61ed,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,0,0.95000000,0.97125000,0.99871300,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_ee455878706882cc9cfb,rec_b23153453bdcb3c26690,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.84664132,0.84664132,0.98502994,0.98502994,VERIFIED_NEAR_DUPLICATE
refined_792036533e5c7c36c33b,rec_b25d0ef1c0bb054ee90a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93139842,0.93139842,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_bd7193c14f1c8bf9b703,rec_b26b1622363ab363b933,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97000000,0.97000000,0.99742268,0.99742268,VERIFIED_NEAR_DUPLICATE
refined_839fce1a417b0a1ff993,rec_b2a8c3a189d067606dee,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92926491,0.92926491,0.99850746,0.99850746,VERIFIED_NEAR_DUPLICATE
refined_2283c3a782f428582b28,rec_b2b22599ae99ff1838f3,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,2,2,4,0.43625000,0.94125000,0.87679083,0.99468792,VERIFIED_LABEL_CONFLICT
refined_6db858720a9ede1b5abe,rec_b2bc9e7909d561729d13,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.79568528,0.79568528,0.99362041,0.99362041,VERIFIED_NEAR_DUPLICATE
refined_dcfc95ac6d19733adb34,rec_b2d45bfc909f933c1a75,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97375000,0.97375000,0.99871630,0.99871630,VERIFIED_NEAR_DUPLICATE
refined_6827a82effad4bfea8bc,rec_b30c2c29fa5dc884d8b5,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,0.99740260,0.99740260,VERIFIED_NEAR_DUPLICATE
refined_8f1684dfb94299764d64,rec_b33bcdeb81b052ffc7db,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97500000,0.97500000,0.99871795,0.99871795,VERIFIED_NEAR_DUPLICATE
refined_01ad3ee77f0e15739a37,rec_b3509082df1c7d03e6c5,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_507f159bcf4628395ebe,rec_b3753b1b4439c30ca809,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96500000,0.96500000,0.99870466,0.99870466,VERIFIED_NEAR_DUPLICATE
refined_b7f85391e8181e0fc4b1,rec_b3918b8ce696ede8ea0d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94000000,0.94000000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_aa3744f1647bc44fefa7,rec_b3cdbdb6601514dfc4cc,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.75682705,0.75682705,0.99828179,0.99828179,VERIFIED_NEAR_DUPLICATE
refined_a2f9a98f0b8c30389eef,rec_b3d7c8ced3be933a4b34,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.60526316,0.60526316,0.95445135,0.95445135,VERIFIED_NEAR_DUPLICATE
refined_95b19f859e9f808a9c79,rec_b3f296cd77f9bb397c17,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,4,4,0.43625000,0.43625000,0.84240688,0.84240688,VERIFIED_NEAR_DUPLICATE
refined_8658521e5ec6eb4f0922,rec_b46149ef700f7ad05673,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95625000,0.95625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_7ee717ddb084e145b4d8,rec_b482da890906ab64c945,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.73589744,0.73589744,0.85540070,0.85540070,VERIFIED_NEAR_DUPLICATE
refined_7553febcf20050b486b0,rec_b50130ee1ca54ed5122c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.93500000,0.93500000,0.99866310,0.99866310,VERIFIED_NEAR_DUPLICATE
refined_8a606ccdd8dfcbbeb5ce,rec_b5273b20eca538f56562,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.79548306,0.79548306,0.99211356,0.99211356,VERIFIED_NEAR_DUPLICATE
refined_401db4a4ee66687b49d9,rec_b52a758a5bda7d0e1ec6,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93611473,0.93611473,0.99721448,0.99721448,VERIFIED_NEAR_DUPLICATE
refined_a2a6b9c38d53b772bf8c,rec_b55f3420eebc1c1a48a7,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,4,6,6,0.49748111,0.50377834,0.74683544,0.78500000,VERIFIED_LABEL_CONFLICT
refined_5b8754391d56bf5f18d6,rec_b5c66d80f5e63a4de75a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,0.99869622,0.99869622,VERIFIED_NEAR_DUPLICATE
refined_0308943431f93a587783,rec_b5e154ab67368ed19fb0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79369251,0.79369251,0.99006623,0.99006623,VERIFIED_NEAR_DUPLICATE
refined_981356d4a52c9568497f,rec_b629aec8487299405945,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,4,0,0,0.54500000,0.55875000,0.77404922,0.91972477,VERIFIED_NEAR_DUPLICATE
refined_ce096149a1c4aa0aace3,rec_b66796f108d32aefc0f7,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.88098318,0.88098318,0.99706314,0.99706314,VERIFIED_NEAR_DUPLICATE
refined_e9253530e9d822d03fc3,rec_b67388492a1af4a696f1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99875000,0.99875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_3e319c6712385b45f052,rec_b6b4d2122fe992d0cfe0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.80000000,0.80000000,0.98013245,0.98013245,VERIFIED_NEAR_DUPLICATE
refined_a49bfc6c42a08459cfd5,rec_b6d578077702c0673532,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.69859155,0.69859155,0.98790323,0.98790323,VERIFIED_NEAR_DUPLICATE
refined_20662f004163b51c110f,rec_b7088e0e7aa20adfd12e,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99493029,0.99493029,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_4d7c24417aca4dda5a13,rec_b71bf9089863799110db,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93709043,0.93709043,0.99580420,0.99580420,VERIFIED_NEAR_DUPLICATE
refined_10b7dae0d549570aa626,rec_b7209bf801ccca51e6dc,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_dce1431b75d54f86a397,rec_b72420f8378771564b03,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.75625000,0.75625000,0.85289256,0.85289256,VERIFIED_NEAR_DUPLICATE
refined_eb56fb3c03437d83f27e,rec_b7b29c7fc3289b5f5f32,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.16000000,0.16000000,0.71093750,0.71093750,VERIFIED_NEAR_DUPLICATE
refined_4902d61e60bb294afc11,rec_b7d4b10f0c8ee250cf56,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,2,2,0.54671717,0.69835234,0.75981524,0.91288566,VERIFIED_NEAR_DUPLICATE
refined_f5792c71d0885668c2a0,rec_b7d6250c310698cfd33d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.70151515,0.70151515,0.99568035,0.99568035,VERIFIED_NEAR_DUPLICATE
refined_39547f390e3303490fc3,rec_b7f137768bbda8d7f68b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97361478,0.97361478,0.99728997,0.99728997,VERIFIED_NEAR_DUPLICATE
refined_1f57f3087ada744d27a3,rec_b82e4fa95fd2e68241f0,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.91003911,0.91003911,0.99713467,0.99713467,VERIFIED_NEAR_DUPLICATE
refined_6d3493e26338a4b5dcb0,rec_b82ecd2cae36e9d25eb5,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94750000,0.94750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_0c63ed80ba23f55e95d4,rec_b83d606ba001b7cd1b7e,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.95949721,0.95949721,0.99854440,0.99854440,VERIFIED_NEAR_DUPLICATE
refined_6209a39e16a2361d6a99,rec_b856a0d40448906dff27,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.72428571,0.72428571,0.99802761,0.99802761,VERIFIED_NEAR_DUPLICATE
refined_c198f40fc366c87ab887,rec_b893c41132c1007beab6,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.63434343,0.63434343,0.90764331,0.90764331,VERIFIED_NEAR_DUPLICATE
refined_a166b6d891418fa9f9e2,rec_b8c7ce8bdfe3facf6433,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93663912,0.93663912,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_58a40c682f90ee0208ca,rec_b8d3667943a93cfff349,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.81375000,0.81375000,0.98924731,0.98924731,VERIFIED_NEAR_DUPLICATE
refined_bf0fc4f10d3a1f114bee,rec_b8d5abdb5e7564e8ade7,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79490617,0.79490617,0.99831366,0.99831366,VERIFIED_NEAR_DUPLICATE
refined_6f45e0ffcfa6125a651a,rec_b92dc8f8a4b85e7e5a14,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95500000,0.95500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1c9764098b9a2fefbd17,rec_b9bd646c5889e9c19d3e,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.92183288,0.92183288,0.99561404,0.99561404,VERIFIED_NEAR_DUPLICATE
