near_duplicate_group_id,risk_category,member_count,training_member_count,locked_test_member_count,dataset_count,datasets,target_class_count,target_classes,edge_count,minimum_hamming_distance,same_target_same_source_pairs,same_target_cross_source_pairs,different_target_pairs,train_to_locked_benchmark_pairs,other_pairs
near_bf81a7b2473e0fd8f7e3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_bf8d6e52789f9cf90d35,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_bfa60cbb5fc64beaf671,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_bfab9f5d97b93ba63698,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_bfb5015dd876caf01887,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_bfdc80e8af0d42c8b91e,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c0156b0a0aa91ba3163d,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,4,2,0,0,0,0
near_c03703c2f50bbdad622f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,2,1,0,0,0,0
near_c0807e34ed4676c6aa18,LOW_SAME_TARGET_SAME_SOURCE,8,8,0,1,PLDD-UP,1,Potato healthy,20,0,20,0,0,0,0
near_c0eddf640ed35acf697d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c1062f406e809a0ea88c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c107d09d5ee124aab2ee,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c108d05dcdaf4409c9e1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c10fe61b7f8e98e70527,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_c1271635baa5451fe459,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,2,1,0,0,0,0
near_c1352544f5d83aef9ce1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,0,1,0,0,0,0
near_c176cb8d3b719e98290c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c17cab94ef474da0ae28,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c1833d004607462538ca,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_c1c4f516a2bb6ae08eff,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c1c980499eb57c53f066,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_c2226e6668d1352870f5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c2570756929de577bb45,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_c257da7cd14aa8fa08a0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_c2a5a43af5ce91e11d65,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,2,1,0,0,0,0
near_c2d57a6cb1f4793ee6e0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c33fc80b8ad4051f2040,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c34329aeea7a4983456b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_c348aeb17bf5c403dba3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c35304a54f7dafe29152,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c35f4f04345140724113,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c361c016e3db2071d345,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c3622af87101f9db3b22,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c3a9bd3fa80397acc265,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c3ad383d9a03b3456253,LOW_SAME_TARGET_SAME_SOURCE,5,5,0,1,PLDD-UP,1,Potato Late blight,8,1,8,0,0,0,0
near_c3ba22899906ac6d802b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c3e977e59a4158498139,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c41506ae41a85f1ae3d8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_c421cc1c61099caac1fb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c42601849a7d91d4680d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,2,1,0,0,0,0
near_c427f8569fa401976681,DIFFERENT_TARGET,2,2,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,1,4,0,0,1,0,0
near_c47800ad17b27c6655f1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_c4974a26f792db5a85f8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_c49a30336bff0fdb7c12,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_c4b09eaa5bc98fbe889b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c4cfce989d094ef89b7f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c4e745120f1147cc857e,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c4f388829c9ffbc31923,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c5077ba897051f8d72a3,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,3,0,3,0,0,0,0
near_c50e40900dbe0a0069ec,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c51307fa8994fd5d8f9f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c52f0edde06663cca045,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato Early blight,6,0,6,0,0,0,0
near_c531cf9eef9eec7a6290,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c532386a5c87ff6305c7,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c5531ffb8d451b93173c,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,3,1,3,0,0,0,0
near_c572b7794dd51710900f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,1,1,0,0,0,0
near_c575213c1b77e597118b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c576cf121bd07cdc14ef,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,1,2,0,0,0,0
near_c5ad82b5c64ccbf6ed8e,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,3,2,0,0,0,0
near_c5cb94f0508e916b6f99,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c5daebf8ab2fee8c9e29,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c5eb5daae81c5f71fd47,DIFFERENT_TARGET,2,2,0,1,PlantDoc,2,Potato Early blight | Tomato Late blight,1,0,0,0,1,0,0
near_c6211adef40142d1e7c6,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_c621dbc8d44f5cae252a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c649ba4813dd9936f225,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c64cdca74d3141f77fb2,DIFFERENT_TARGET,2,2,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,1,4,0,0,1,0,0
near_c64edfe812a67015a8b5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c64fa2f60857b32f16f1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c69ac3289395f03f3807,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c6a6f25c48975a8b7aed,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c6afb7e2086e6404ed93,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c6c323be37fbf84f9645,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c6d98000e65a61cab12c,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato Late blight,6,0,6,0,0,0,0
near_c6eb4cd5d8da53374029,DIFFERENT_TARGET,3,3,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,3,1,1,0,2,0,0
near_c739e5b8b94078caaed8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_c7470da6575d701b0577,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_c748e09cbabef5f62cac,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c7c400ac50ebacb3c07c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c7cd3e127411c5bf6b68,DIFFERENT_TARGET,2,2,0,1,PlantDoc,2,Potato Early blight | Tomato Late blight,1,0,0,0,1,0,0
near_c7e19366ff0257189427,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_c804102c1557c21233bd,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_c81d6bb6769f38379090,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_c8203b1ab9498ebee677,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_c83e7ecdfa1ba0b01b93,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c85522d4a133e7161bed,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c868da1c8c39d8575fd7,DIFFERENT_TARGET,6,6,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,10,0,7,0,3,0,0
near_c8903f60e72d594a1741,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c8a2b177a9e5af843da6,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c8a7536b6e713f1d3d10,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,3,2,3,0,0,0,0
near_c8bba3b0cfd858bf79de,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_c8cd6805e750422b6812,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PlantDoc,1,Tomato Late blight,1,0,1,0,0,0,0
near_c8da41faeab03dc862df,LOW_SAME_TARGET_SAME_SOURCE,5,5,0,1,PLDD-UP,1,Potato Late blight,5,3,5,0,0,0,0
near_c90fd7979140cbdce69f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c917d3436c3021fd738a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_c951330e5b8fa20f3e16,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c96e83435f16f96f5114,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_c972dbafdde00385849c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_c991700197b249ee6932,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c99203ef2e0f8175bf03,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c994abb31d149460d604,DIFFERENT_TARGET,2,2,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,1,4,0,0,1,0,0
near_c9c7aa7e461f95132460,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c9ea18b96ed6a76ce0cf,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_c9fa9911c7f774adb828,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_ca1768137d2185fc4fe5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_ca379b35013c8621c2dd,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,3,1,3,0,0,0,0
near_ca3e98e37d95f94564f5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_ca4b5fe44fe8039d6eb4,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato healthy,3,0,3,0,0,0,0
near_ca63650f14cce3a27b19,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato healthy,6,0,6,0,0,0,0
near_ca701302b7ba1768e8fe,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cab9dd5571a7ed271f0d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cabfa4f5bd69c1aaeb1c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cad5281a2cb3c9790e24,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cad67f1ead42c32a500f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_cadb8bf3ed8a80240ead,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cae6947588bfeb5c28ff,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_cafe7c8cfb7b16b8059c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_cb03b76933bfa4cdc3f1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cb356040d5a4639bd650,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_cb587b8e71f9b4e63269,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_cb5bc97f734b03b36798,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cb6463fdf58ba7975133,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cb684fa3c386354503cf,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,3,3,3,0,0,0,0
near_cb757714d266c5019ad3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cb8194ef8a834cc6620b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_cb866871769f43a9d8bf,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cbab087979745d1c0a74,LOW_SAME_TARGET_SAME_SOURCE,8,8,0,1,PLDD-UP,1,Potato healthy,13,1,13,0,0,0,0
near_cbd680d774514c8fa655,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,3,1,0,0,0,0
near_cc01f1305787c8ff63e9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_cc0496bcef73aecc3438,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_cc174e5bcbc915209606,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cc653984c053d64ca5b2,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cc8babd64ff0f2532104,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_cc9628afc03f4dbf4c36,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cca7520e696c5940f3f9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_ccb0a962346e94adeb59,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_ccc707b7756ccbb97fbb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_ccd261d9511ba6143b64,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cce70c3b3912621800b2,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cd6bd3ba943f2c9fcddf,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cd893b023ce2c65f1545,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cd8a2ea8b37fa0f93b42,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cd8c3ea40e89ae9113f9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_cd9c79a21b01012c21c8,DIFFERENT_TARGET,12,12,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,19,0,18,0,1,0,0
near_cda12786983bced9f624,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_cdc09d25d35d0f7808c7,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cde61bd55ee3a00e3398,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cdec632db9aae8583aa4,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PlantDoc,1,Tomato Late blight,1,0,1,0,0,0,0
near_cdf7acd0151c8a0ab293,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_ce5a252de857fa25635b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_ce896259be6626f5fc3f,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,3,0,3,0,0,0,0
near_ce9b1386510a2af11b21,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_cead2fd49e46983fa186,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_ced8689bc40f9a98719b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cedad6ce0a93c54fedb3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cefbf1f4b140f2a2b329,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_cf240e07120abe79aa05,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,3,3,3,0,0,0,0
near_cf242b5c7da9c94abbc8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_cf26144cc1792dac55bb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_cf373b4b8ce25c597d84,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cf667cdca928f0d97525,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,2,1,0,0,0,0
near_cf75fa0989c1e71020ea,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_cf7874a1436c9c070469,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_cfa582c9b9f123f405d9,DIFFERENT_TARGET,2,2,0,1,PlantDoc,2,Potato Early blight | Tomato Early blight,1,0,0,0,1,0,0
near_cff8d3d56927905fb346,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_cffd93838bef704d07d7,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_d03bc373e6b1493f12da,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_d03ce49d2e685d05567c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_d047ddfbc1852e6afa6a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_d04f1d233ab271f88453,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_d063e124e682fb6fabce,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
